date,value,metric,source,fetched_at
2011-05-01,131703.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450180
2011-04-01,131597.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450180
2011-03-01,131283.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450181
2011-02-01,131057.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450181
2011-01-01,130837.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450183
2010-12-01,130830.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450184
2010-11-01,130749.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450185
2010-10-01,130620.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450186
2010-09-01,130341.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450186
2010-08-01,130415.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450187
2010-07-01,130415.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450187
2010-06-01,130510.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450188
2010-05-01,130642.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450189
2010-04-01,130120.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450189
2010-03-01,129866.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450190
2010-02-01,129706.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450190
2010-01-01,129802.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450191
2009-12-01,129808.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450191
2009-11-01,130057.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450192
2009-10-01,130061.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450193
2009-09-01,130246.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450194
2009-08-01,130472.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450195
2009-07-01,130662.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450195
2009-06-01,131008.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450196
2009-05-01,131466.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450196
2009-04-01,131822.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450197
2009-03-01,132494.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450199
2009-02-01,133318.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450199
2009-01-01,134079.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450200
2008-12-01,134847.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450201
2008-11-01,135541.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450201
2008-10-01,136291.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450202
2008-09-01,136760.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450202
2008-08-01,137211.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450203
2008-07-01,137497.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450204
2008-06-01,137700.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450204
2008-05-01,137851.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450205
2008-04-01,138040.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450205
2008-03-01,138259.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450206
2008-02-01,138329.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450207
2008-01-01,138391.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450207
2007-12-01,138395.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450208
2007-11-01,138290.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450208
2007-10-01,138175.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450209
2007-09-01,138099.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450209
2007-08-01,138013.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450210
2007-07-01,138044.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450211
2007-06-01,138070.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450212
2007-05-01,137992.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450212
2007-04-01,137847.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450213
2007-03-01,137784.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450213
2007-02-01,137560.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450215
2007-01-01,137472.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450215
2006-12-01,137249.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450216
2006-11-01,137060.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450217
2006-10-01,136843.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450217
2006-09-01,136826.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450218
2006-08-01,136692.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450218
2006-07-01,136529.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450220
2006-06-01,136337.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450220
2006-05-01,136249.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450221
2006-04-01,136210.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450222
2006-03-01,136038.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450222
2006-02-01,135733.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450223
2006-01-01,135427.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450224
2005-12-01,135159.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450225
2005-11-01,134997.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450225
2005-10-01,134641.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450226
2005-09-01,134552.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450226
2005-08-01,134502.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450227
2005-07-01,134300.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450228
2005-06-01,133948.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450229
2005-05-01,133689.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450229
2005-04-01,133520.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450230
2005-03-01,133154.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450230
2005-02-01,133034.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450231
2005-01-01,132781.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450232
2004-12-01,132630.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450232
2004-11-01,132503.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450233
2004-10-01,132429.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450233
2004-09-01,132089.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450234
2004-08-01,131939.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450234
2004-07-01,131854.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450235
2004-06-01,131794.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450237
2004-05-01,131697.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450237
2004-04-01,131412.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450238
2004-03-01,131140.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450239
2004-02-01,130821.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450239
2004-01-01,130756.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450241
2003-12-01,130589.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450241
2003-11-01,130480.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450243
2003-10-01,130439.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450243
2003-09-01,130252.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450244
2003-08-01,130153.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450244
2003-07-01,130184.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450245
2003-06-01,130186.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450246
2003-05-01,130197.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450246
2003-04-01,130173.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450247
2003-03-01,130235.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450248
2003-02-01,130441.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450248
2003-01-01,130573.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450249
2002-12-01,130465.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450250
2002-11-01,130616.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450250
2002-10-01,130617.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450251
2002-09-01,130502.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450251
2002-08-01,130581.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450252
2002-07-01,130584.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450252
2002-06-01,130674.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450253
2002-05-01,130632.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450254
2002-04-01,130616.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450254
2002-03-01,130722.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450255
2002-02-01,130737.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450255
2002-01-01,130859.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450256
2001-12-01,130983.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450257
2001-11-01,131144.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450257
2001-10-01,131452.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450259
2001-09-01,131763.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450259
2001-08-01,132021.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450260
2001-07-01,132172.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450261
2001-06-01,132300.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450261
2001-05-01,132408.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450262
2001-04-01,132458.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450262
2001-03-01,132751.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450264
2001-02-01,132788.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450264
2001-01-01,132703.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450265
2000-12-01,132716.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450265
2000-11-01,132556.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450266
2000-10-01,132352.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450267
2000-09-01,132337.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450267
2000-08-01,132234.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450268
2000-07-01,132228.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450269
2000-06-01,132063.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450269
2000-05-01,132105.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450270
2000-04-01,131884.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450270
2000-03-01,131604.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450271
2000-02-01,131120.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450272
2000-01-01,131011.0,nonfarm_employment_bls,BLS,2026-03-15 21:39:21.450272
2019-12-01,63.3,labor_participation_rate,BLS,2026-03-15 21:39:21.450934
2019-11-01,63.3,labor_participation_rate,BLS,2026-03-15 21:39:21.450936
2019-10-01,63.3,labor_participation_rate,BLS,2026-03-15 21:39:21.450937
2019-09-01,63.2,labor_participation_rate,BLS,2026-03-15 21:39:21.450938
2019-08-01,63.1,labor_participation_rate,BLS,2026-03-15 21:39:21.450938
2019-07-01,63.1,labor_participation_rate,BLS,2026-03-15 21:39:21.450939
2019-06-01,63.0,labor_participation_rate,BLS,2026-03-15 21:39:21.450940
2019-05-01,62.9,labor_participation_rate,BLS,2026-03-15 21:39:21.450940
2019-04-01,62.8,labor_participation_rate,BLS,2026-03-15 21:39:21.450941
2019-03-01,63.0,labor_participation_rate,BLS,2026-03-15 21:39:21.450942
2019-02-01,63.1,labor_participation_rate,BLS,2026-03-15 21:39:21.450942
2019-01-01,63.1,labor_participation_rate,BLS,2026-03-15 21:39:21.450943
2018-12-01,63.0,labor_participation_rate,BLS,2026-03-15 21:39:21.450944
2018-11-01,62.9,labor_participation_rate,BLS,2026-03-15 21:39:21.450944
2018-10-01,62.9,labor_participation_rate,BLS,2026-03-15 21:39:21.450945
2018-09-01,62.8,labor_participation_rate,BLS,2026-03-15 21:39:21.450945
2018-08-01,62.6,labor_participation_rate,BLS,2026-03-15 21:39:21.450946
2018-07-01,63.0,labor_participation_rate,BLS,2026-03-15 21:39:21.450947
2018-06-01,63.0,labor_participation_rate,BLS,2026-03-15 21:39:21.450947
2018-05-01,62.9,labor_participation_rate,BLS,2026-03-15 21:39:21.450948
2018-04-01,62.9,labor_participation_rate,BLS,2026-03-15 21:39:21.450948
2018-03-01,62.9,labor_participation_rate,BLS,2026-03-15 21:39:21.450949
2018-02-01,63.0,labor_participation_rate,BLS,2026-03-15 21:39:21.450950
2018-01-01,62.7,labor_participation_rate,BLS,2026-03-15 21:39:21.450950
2017-12-01,62.7,labor_participation_rate,BLS,2026-03-15 21:39:21.450951
2017-11-01,62.7,labor_participation_rate,BLS,2026-03-15 21:39:21.450952
2017-10-01,62.7,labor_participation_rate,BLS,2026-03-15 21:39:21.450952
2017-09-01,63.1,labor_participation_rate,BLS,2026-03-15 21:39:21.450953
2017-08-01,62.9,labor_participation_rate,BLS,2026-03-15 21:39:21.450953
2017-07-01,62.9,labor_participation_rate,BLS,2026-03-15 21:39:21.450954
2017-06-01,62.8,labor_participation_rate,BLS,2026-03-15 21:39:21.450954
2017-05-01,62.8,labor_participation_rate,BLS,2026-03-15 21:39:21.450955
2017-04-01,63.0,labor_participation_rate,BLS,2026-03-15 21:39:21.450956
2017-03-01,62.9,labor_participation_rate,BLS,2026-03-15 21:39:21.450959
2017-02-01,62.9,labor_participation_rate,BLS,2026-03-15 21:39:21.450960
2017-01-01,62.8,labor_participation_rate,BLS,2026-03-15 21:39:21.450960
2016-12-01,62.7,labor_participation_rate,BLS,2026-03-15 21:39:21.450961
2016-11-01,62.7,labor_participation_rate,BLS,2026-03-15 21:39:21.450961
2016-10-01,62.8,labor_participation_rate,BLS,2026-03-15 21:39:21.450962
2016-09-01,62.9,labor_participation_rate,BLS,2026-03-15 21:39:21.450962
2016-08-01,62.9,labor_participation_rate,BLS,2026-03-15 21:39:21.450963
2016-07-01,62.8,labor_participation_rate,BLS,2026-03-15 21:39:21.450964
2016-06-01,62.7,labor_participation_rate,BLS,2026-03-15 21:39:21.450964
2016-05-01,62.7,labor_participation_rate,BLS,2026-03-15 21:39:21.450965
2016-04-01,62.9,labor_participation_rate,BLS,2026-03-15 21:39:21.450965
2016-03-01,63.0,labor_participation_rate,BLS,2026-03-15 21:39:21.450966
2016-02-01,62.8,labor_participation_rate,BLS,2026-03-15 21:39:21.450966
2016-01-01,62.7,labor_participation_rate,BLS,2026-03-15 21:39:21.450967
2015-12-01,62.7,labor_participation_rate,BLS,2026-03-15 21:39:21.450968
2015-11-01,62.5,labor_participation_rate,BLS,2026-03-15 21:39:21.450968
2015-10-01,62.5,labor_participation_rate,BLS,2026-03-15 21:39:21.450969
2015-09-01,62.4,labor_participation_rate,BLS,2026-03-15 21:39:21.450969
2015-08-01,62.6,labor_participation_rate,BLS,2026-03-15 21:39:21.450971
2015-07-01,62.6,labor_participation_rate,BLS,2026-03-15 21:39:21.450972
2015-06-01,62.7,labor_participation_rate,BLS,2026-03-15 21:39:21.450973
2015-05-01,62.9,labor_participation_rate,BLS,2026-03-15 21:39:21.450974
2015-04-01,62.8,labor_participation_rate,BLS,2026-03-15 21:39:21.450974
2015-03-01,62.6,labor_participation_rate,BLS,2026-03-15 21:39:21.450975
2015-02-01,62.7,labor_participation_rate,BLS,2026-03-15 21:39:21.450975
2015-01-01,62.9,labor_participation_rate,BLS,2026-03-15 21:39:21.450976
2014-12-01,62.8,labor_participation_rate,BLS,2026-03-15 21:39:21.450977
2014-11-01,62.9,labor_participation_rate,BLS,2026-03-15 21:39:21.450977
2014-10-01,62.9,labor_participation_rate,BLS,2026-03-15 21:39:21.450978
2014-09-01,62.8,labor_participation_rate,BLS,2026-03-15 21:39:21.450978
2014-08-01,62.9,labor_participation_rate,BLS,2026-03-15 21:39:21.450979
2014-07-01,62.9,labor_participation_rate,BLS,2026-03-15 21:39:21.450980
2014-06-01,62.8,labor_participation_rate,BLS,2026-03-15 21:39:21.450981
2014-05-01,62.9,labor_participation_rate,BLS,2026-03-15 21:39:21.450981
2014-04-01,62.8,labor_participation_rate,BLS,2026-03-15 21:39:21.450982
2014-03-01,63.1,labor_participation_rate,BLS,2026-03-15 21:39:21.450983
2014-02-01,62.9,labor_participation_rate,BLS,2026-03-15 21:39:21.450983
2014-01-01,62.9,labor_participation_rate,BLS,2026-03-15 21:39:21.450984
2013-12-01,62.9,labor_participation_rate,BLS,2026-03-15 21:39:21.450984
2013-11-01,63.0,labor_participation_rate,BLS,2026-03-15 21:39:21.450985
2013-10-01,62.8,labor_participation_rate,BLS,2026-03-15 21:39:21.450986
2013-09-01,63.2,labor_participation_rate,BLS,2026-03-15 21:39:21.450986
2013-08-01,63.3,labor_participation_rate,BLS,2026-03-15 21:39:21.450987
2013-07-01,63.3,labor_participation_rate,BLS,2026-03-15 21:39:21.450988
2013-06-01,63.4,labor_participation_rate,BLS,2026-03-15 21:39:21.450989
2013-05-01,63.4,labor_participation_rate,BLS,2026-03-15 21:39:21.450989
2013-04-01,63.4,labor_participation_rate,BLS,2026-03-15 21:39:21.450990
2013-03-01,63.3,labor_participation_rate,BLS,2026-03-15 21:39:21.450991
2013-02-01,63.4,labor_participation_rate,BLS,2026-03-15 21:39:21.450991
2013-01-01,63.7,labor_participation_rate,BLS,2026-03-15 21:39:21.450992
2012-12-01,63.7,labor_participation_rate,BLS,2026-03-15 21:39:21.450992
2012-11-01,63.6,labor_participation_rate,BLS,2026-03-15 21:39:21.450993
2012-10-01,63.8,labor_participation_rate,BLS,2026-03-15 21:39:21.450993
2012-09-01,63.6,labor_participation_rate,BLS,2026-03-15 21:39:21.450994
2012-08-01,63.5,labor_participation_rate,BLS,2026-03-15 21:39:21.450995
2012-07-01,63.7,labor_participation_rate,BLS,2026-03-15 21:39:21.450995
2012-06-01,63.8,labor_participation_rate,BLS,2026-03-15 21:39:21.450996
2012-05-01,63.7,labor_participation_rate,BLS,2026-03-15 21:39:21.450996
2012-04-01,63.7,labor_participation_rate,BLS,2026-03-15 21:39:21.450997
2012-03-01,63.8,labor_participation_rate,BLS,2026-03-15 21:39:21.450998
2012-02-01,63.8,labor_participation_rate,BLS,2026-03-15 21:39:21.450999
2012-01-01,63.7,labor_participation_rate,BLS,2026-03-15 21:39:21.450999
2011-12-01,64.0,labor_participation_rate,BLS,2026-03-15 21:39:21.451000
2011-11-01,64.1,labor_participation_rate,BLS,2026-03-15 21:39:21.451000
2011-10-01,64.1,labor_participation_rate,BLS,2026-03-15 21:39:21.451001
2011-09-01,64.2,labor_participation_rate,BLS,2026-03-15 21:39:21.451001
2011-08-01,64.1,labor_participation_rate,BLS,2026-03-15 21:39:21.451002
2011-07-01,64.0,labor_participation_rate,BLS,2026-03-15 21:39:21.451003
2011-06-01,64.0,labor_participation_rate,BLS,2026-03-15 21:39:21.451003
2011-05-01,64.1,labor_participation_rate,BLS,2026-03-15 21:39:21.451004
2011-04-01,64.2,labor_participation_rate,BLS,2026-03-15 21:39:21.451005
2011-03-01,64.2,labor_participation_rate,BLS,2026-03-15 21:39:21.451005
2011-02-01,64.1,labor_participation_rate,BLS,2026-03-15 21:39:21.451006
2011-01-01,64.2,labor_participation_rate,BLS,2026-03-15 21:39:21.451006
2010-12-01,64.3,labor_participation_rate,BLS,2026-03-15 21:39:21.451007
2010-11-01,64.6,labor_participation_rate,BLS,2026-03-15 21:39:21.451008
2010-10-01,64.4,labor_participation_rate,BLS,2026-03-15 21:39:21.451008
2010-09-01,64.6,labor_participation_rate,BLS,2026-03-15 21:39:21.451009
2010-08-01,64.7,labor_participation_rate,BLS,2026-03-15 21:39:21.451010
2010-07-01,64.6,labor_participation_rate,BLS,2026-03-15 21:39:21.451010
2010-06-01,64.6,labor_participation_rate,BLS,2026-03-15 21:39:21.451011
2010-05-01,64.9,labor_participation_rate,BLS,2026-03-15 21:39:21.451011
2010-04-01,65.2,labor_participation_rate,BLS,2026-03-15 21:39:21.451012
2010-03-01,64.9,labor_participation_rate,BLS,2026-03-15 21:39:21.451012
2010-02-01,64.9,labor_participation_rate,BLS,2026-03-15 21:39:21.451015
2010-01-01,64.8,labor_participation_rate,BLS,2026-03-15 21:39:21.451016
2009-12-01,64.6,labor_participation_rate,BLS,2026-03-15 21:39:21.451016
2009-11-01,65.0,labor_participation_rate,BLS,2026-03-15 21:39:21.451017
2009-10-01,65.0,labor_participation_rate,BLS,2026-03-15 21:39:21.451018
2009-09-01,65.1,labor_participation_rate,BLS,2026-03-15 21:39:21.451018
2009-08-01,65.4,labor_participation_rate,BLS,2026-03-15 21:39:21.451019
2009-07-01,65.5,labor_participation_rate,BLS,2026-03-15 21:39:21.451019
2009-06-01,65.7,labor_participation_rate,BLS,2026-03-15 21:39:21.451020
2009-05-01,65.7,labor_participation_rate,BLS,2026-03-15 21:39:21.451020
2009-04-01,65.7,labor_participation_rate,BLS,2026-03-15 21:39:21.451021
2009-03-01,65.6,labor_participation_rate,BLS,2026-03-15 21:39:21.451022
2009-02-01,65.8,labor_participation_rate,BLS,2026-03-15 21:39:21.451023
2009-01-01,65.7,labor_participation_rate,BLS,2026-03-15 21:39:21.451023
2008-12-01,65.8,labor_participation_rate,BLS,2026-03-15 21:39:21.451024
2008-11-01,65.9,labor_participation_rate,BLS,2026-03-15 21:39:21.451024
2008-10-01,66.0,labor_participation_rate,BLS,2026-03-15 21:39:21.451025
2008-09-01,66.0,labor_participation_rate,BLS,2026-03-15 21:39:21.451025
2008-08-01,66.1,labor_participation_rate,BLS,2026-03-15 21:39:21.451026
2008-07-01,66.1,labor_participation_rate,BLS,2026-03-15 21:39:21.451027
2008-06-01,66.1,labor_participation_rate,BLS,2026-03-15 21:39:21.451027
2008-05-01,66.1,labor_participation_rate,BLS,2026-03-15 21:39:21.451028
2008-04-01,65.9,labor_participation_rate,BLS,2026-03-15 21:39:21.451028
2008-03-01,66.1,labor_participation_rate,BLS,2026-03-15 21:39:21.451029
2008-02-01,66.0,labor_participation_rate,BLS,2026-03-15 21:39:21.451029
2008-01-01,66.2,labor_participation_rate,BLS,2026-03-15 21:39:21.451030
2007-12-01,66.0,labor_participation_rate,BLS,2026-03-15 21:39:21.451031
2007-11-01,66.0,labor_participation_rate,BLS,2026-03-15 21:39:21.451031
2007-10-01,65.8,labor_participation_rate,BLS,2026-03-15 21:39:21.451032
2007-09-01,66.0,labor_participation_rate,BLS,2026-03-15 21:39:21.451032
2007-08-01,65.8,labor_participation_rate,BLS,2026-03-15 21:39:21.451033
2007-07-01,66.0,labor_participation_rate,BLS,2026-03-15 21:39:21.451034
2007-06-01,66.0,labor_participation_rate,BLS,2026-03-15 21:39:21.451035
2007-05-01,66.0,labor_participation_rate,BLS,2026-03-15 21:39:21.451036
2007-04-01,65.9,labor_participation_rate,BLS,2026-03-15 21:39:21.451037
2007-03-01,66.2,labor_participation_rate,BLS,2026-03-15 21:39:21.451037
2007-02-01,66.3,labor_participation_rate,BLS,2026-03-15 21:39:21.451038
2007-01-01,66.4,labor_participation_rate,BLS,2026-03-15 21:39:21.451038
2006-12-01,66.4,labor_participation_rate,BLS,2026-03-15 21:39:21.451039
2006-11-01,66.3,labor_participation_rate,BLS,2026-03-15 21:39:21.451040
2006-10-01,66.2,labor_participation_rate,BLS,2026-03-15 21:39:21.451040
2006-09-01,66.1,labor_participation_rate,BLS,2026-03-15 21:39:21.451041
2006-08-01,66.2,labor_participation_rate,BLS,2026-03-15 21:39:21.451041
2006-07-01,66.1,labor_participation_rate,BLS,2026-03-15 21:39:21.451042
2006-06-01,66.2,labor_participation_rate,BLS,2026-03-15 21:39:21.451042
2006-05-01,66.1,labor_participation_rate,BLS,2026-03-15 21:39:21.451043
2006-04-01,66.1,labor_participation_rate,BLS,2026-03-15 21:39:21.451044
2006-03-01,66.2,labor_participation_rate,BLS,2026-03-15 21:39:21.451044
2006-02-01,66.1,labor_participation_rate,BLS,2026-03-15 21:39:21.451045
2006-01-01,66.0,labor_participation_rate,BLS,2026-03-15 21:39:21.451045
2005-12-01,66.0,labor_participation_rate,BLS,2026-03-15 21:39:21.451046
2005-11-01,66.0,labor_participation_rate,BLS,2026-03-15 21:39:21.451047
2005-10-01,66.1,labor_participation_rate,BLS,2026-03-15 21:39:21.451047
2005-09-01,66.1,labor_participation_rate,BLS,2026-03-15 21:39:21.451048
2005-08-01,66.2,labor_participation_rate,BLS,2026-03-15 21:39:21.451048
2005-07-01,66.1,labor_participation_rate,BLS,2026-03-15 21:39:21.451049
2005-06-01,66.1,labor_participation_rate,BLS,2026-03-15 21:39:21.451050
2005-05-01,66.1,labor_participation_rate,BLS,2026-03-15 21:39:21.451050
2005-04-01,66.1,labor_participation_rate,BLS,2026-03-15 21:39:21.451051
2005-03-01,65.9,labor_participation_rate,BLS,2026-03-15 21:39:21.451052
2005-02-01,65.9,labor_participation_rate,BLS,2026-03-15 21:39:21.451052
2005-01-01,65.8,labor_participation_rate,BLS,2026-03-15 21:39:21.451053
2004-12-01,65.9,labor_participation_rate,BLS,2026-03-15 21:39:21.451053
2004-11-01,66.0,labor_participation_rate,BLS,2026-03-15 21:39:21.451054
2004-10-01,65.9,labor_participation_rate,BLS,2026-03-15 21:39:21.451056
2004-09-01,65.8,labor_participation_rate,BLS,2026-03-15 21:39:21.451057
2004-08-01,66.0,labor_participation_rate,BLS,2026-03-15 21:39:21.451058
2004-07-01,66.1,labor_participation_rate,BLS,2026-03-15 21:39:21.451058
2004-06-01,66.1,labor_participation_rate,BLS,2026-03-15 21:39:21.451059
2004-05-01,66.0,labor_participation_rate,BLS,2026-03-15 21:39:21.451059
2004-04-01,65.9,labor_participation_rate,BLS,2026-03-15 21:39:21.451060
2004-03-01,66.0,labor_participation_rate,BLS,2026-03-15 21:39:21.451061
2004-02-01,66.0,labor_participation_rate,BLS,2026-03-15 21:39:21.451061
2004-01-01,66.1,labor_participation_rate,BLS,2026-03-15 21:39:21.451062
2003-12-01,65.9,labor_participation_rate,BLS,2026-03-15 21:39:21.451062
2003-11-01,66.1,labor_participation_rate,BLS,2026-03-15 21:39:21.451063
2003-10-01,66.1,labor_participation_rate,BLS,2026-03-15 21:39:21.451063
2003-09-01,66.1,labor_participation_rate,BLS,2026-03-15 21:39:21.451064
2003-08-01,66.1,labor_participation_rate,BLS,2026-03-15 21:39:21.451065
2003-07-01,66.2,labor_participation_rate,BLS,2026-03-15 21:39:21.451065
